N°,TIPO,FECHA,MODALIDAD,DIRECCIÓN,SECTOR,CATEGORIA
"2,099",APOYO A PNP,21/10/2018 04:08,,"CA. LOS EUCALIPTOS, SAN ISIDRO",1-5,
"2,100",APOYO A PNP,20/10/2018 23:25,,"C.HAB RESIDENCIAL SANTA CRUZ BLK C , SAN ISIDRO",2-4,
"2,101",APOYO A PNP,20/10/2018 21:58,,"C.HAB RESIDENCIAL SANTA CRUZ BLK S T U , SAN ISIDRO",2-4,
"2,102",APOYO A PNP,19/10/2018 22:33,,"CA. 45 (URB. CORPAC) N° SN, SAN ISIDRO",5-2,
"2,103",APOYO A PNP,18/10/2018 18:06,,"PQ. PARQUE HERMASIA PAYET N° SN, SAN ISIDRO",2-5,
"2,104",APOYO A PNP,18/10/2018 16:34,,"CA. VALLE RIESTRA, GRAL FRANCISCO N° 0981, SAN ISIDRO",2-2,
"2,105",APOYO A PNP,15/10/2018 10:43,,"C.HAB RESIDENCIAL SANTA CRUZ BLK D , SAN ISIDRO",2-4,
"2,106",APOYO A PNP,14/10/2018 15:45,,"C.HAB RESIDENCIAL SANTA CRUZ BLK C , SAN ISIDRO",2-4,
"2,107",APOYO A PNP,14/10/2018 15:16,,"AV. PEREZ ARANIBAR, AUGUSTO, SAN ISIDRO",2-7,
"2,108",APOYO A PNP,14/10/2018 14:05,,"C.HAB RESIDENCIAL SANTA CRUZ BLK S-T-U , SAN ISIDRO",2-4,
"2,109",APOYO A PNP,13/10/2018 22:09,,"C.HAB RESIDENCIAL SANTA CRUZ BLK U , SAN ISIDRO",2-4,
"2,110",APOYO A PNP,13/10/2018 04:30,,"CA. LA HABANA N° 0523, SAN ISIDRO",4-3,
"2,111",APOYO A PNP,12/10/2018 23:50,,"MA. BERNALES GARCIA, LUIS, SAN ISIDRO",2-1,
"2,112",APOYO A PNP,12/10/2018 22:24,,"AV. SANCHEZ CARRION, FAUSTINO N° 0280, SAN ISIDRO",1-1,
"2,113",APOYO A PNP,12/10/2018 01:08,,"AV. AREQUIPA, SAN ISIDRO",4-1,
"2,114",APOYO A PNP,12/10/2018 00:05,,"AV. CAMINO REAL N° 0931, SAN ISIDRO",3-2,
"2,115",APOYO A PNP,11/10/2018 18:39,,"C.HAB RESIDENCIAL SANTA CRUZ BLK S-T-U , SAN ISIDRO",2-4,
"2,116",APOYO A PNP,11/10/2018 16:55,,"CA. LA REPUBLICA, SAN ISIDRO",3-3,
"2,117",APOYO A PNP,07/10/2018 13:08,,"C.HAB RESIDENCIAL SANTA CRUZ BLK S PATIO CENTRAL S, T U, SAN ISIDRO",2-4,
"2,118",APOYO A PNP,07/10/2018 11:03,,"AV. ALAYZA Y PAZ SOLDAN, FRANCISCO, SAN ISIDRO",2-6,
"2,119",APOYO A PNP,05/10/2018 23:10,,"CA. ACOSTA, CARLOS N° 0190, SAN ISIDRO",4-3,
"2,120",APOYO A PNP,05/10/2018 21:51,,"C.HAB RESIDENCIAL SANTA CRUZ BLK S-T-U , SAN ISIDRO",2-4,
"2,121",APOYO A PNP,05/10/2018 21:20,,"C.HAB RESIDENCIAL SANTA CRUZ BLK S,T,U , SAN ISIDRO",2-4,
"2,122",APOYO A PNP,04/10/2018 23:10,,"AV. REPUBLICA, PASEO DE LA N° 3890, SAN ISIDRO",4-3,
"2,123",APOYO A PNP,01/10/2018 20:10,,"PQ. PARQUE SANTA ROSA N° SN, SAN ISIDRO",3-3,
"2,124",APOYO A PNP,01/10/2018 00:45,,"CA. LOS EUCALIPTOS, SAN ISIDRO",1-2,
"2,125",APOYO A PNP,28/10/2018 19:16,Conminar / Retirar,"CA. LAS FLORES N° 0256, SAN ISIDRO",1-1,
"2,126",APOYO A PNP,14/10/2018 16:31,Conminar / Retirar,"CA. LOS PINOS, SAN ISIDRO",3-1,
"2,127",APOYO A PNP,31/10/2018 22:20,Patrullaje Disuasivo,"CA. CAVERO, JUAN C., SAN ISIDRO",3-3,
"2,128",APOYO A PNP,31/10/2018 12:38,Conminar / Retirar,"PQ. PARQUE DE ACOSTA JOSE N° SN, SAN ISIDRO",2-1,
"2,129",APOYO A PNP,30/10/2018 21:47,Patrullaje Disuasivo,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0406, SAN ISIDRO",5-2,
"2,130",APOYO A PNP,30/10/2018 20:21,Patrullaje Disuasivo,"CA. LAS BEGONIAS, SAN ISIDRO",4-2,
"2,131",APOYO A PNP,30/10/2018 18:17,Patrullaje Disuasivo,"CA. VILLARREAL, FEDERICO N° 0598, SAN ISIDRO",4-3,
"2,132",APOYO A PNP,30/10/2018 13:08,Patrullaje Disuasivo,"AV. PRADO OESTE, JAVIER DPTO 202, SAN ISIDRO",1-2,
"2,133",APOYO A PNP,30/10/2018 11:17,Conminar / Retirar,"CA. 20 (URB. CORPAC) N° 0156, SAN ISIDRO",5-2,
"2,134",APOYO A PNP,29/10/2018 17:04,Conminar / Retirar,"AV. PRADO OESTE, JAVIER, SAN ISIDRO",1-6,
"2,135",APOYO A PNP,28/10/2018 23:12,Patrullaje Disuasivo,"CA. ASPILLAGA, ANTERO N° 0253, SAN ISIDRO",3-3,
"2,136",APOYO A PNP,28/10/2018 22:43,Conminar / Retirar,"CA. CHOQUEHUANCA N° 1098, SAN ISIDRO",1-6,
"2,137",APOYO A PNP,28/10/2018 11:35,Patrullaje Disuasivo,"AV. LOS CONQUISTADORES N° 1212, SAN ISIDRO",3-2,
"2,138",APOYO A PNP,28/10/2018 08:34,Patrullaje Disuasivo,"CA. VEINTISIETE DE NOVIEMBRE, PLAZA N° 0450, SAN ISIDRO",4-3,
"2,139",APOYO A PNP,28/10/2018 07:53,Conminar / Retirar,"CA. VILLARAN, LUIS FELIPE, SAN ISIDRO",4-1,
"2,140",APOYO A PNP,27/10/2018 15:23,Conminar / Retirar,"AV. PRADO ESTE, JAVIER, SAN ISIDRO",4-2,
"2,141",APOYO A PNP,27/10/2018 14:39,Conminar / Retirar,"CA. TAMAYO, AUGUSTO N° 0190 DPTO 03, SAN ISIDRO",4-2,
"2,142",APOYO A PNP,26/10/2018 19:31,Patrullaje Disuasivo,"AV. MIRO QUESADA, AURELIO N° 1030, SAN ISIDRO",1-4,
"2,143",APOYO A PNP,26/10/2018 17:54,Patrullaje Disuasivo,"AV. PARDO Y ALIAGA, FELIPE, SAN ISIDRO",3-2,
"2,144",APOYO A PNP,26/10/2018 17:36,Patrullaje Disuasivo,"AV. PARDO Y ALIAGA, FELIPE N° 0652, SAN ISIDRO",3-2,
"2,145",APOYO A PNP,26/10/2018 07:37,Conminar / Retirar,"CA. ANTUNEZ DE MAYOLO, SANTIAGO N° 0175, SAN ISIDRO",2-2,
"2,146",APOYO A PNP,25/10/2018 20:10,Conminar / Retirar,"AV. CARRIQUIRY MAURER, PABLO N° 0702, SAN ISIDRO",5-1,
"2,147",APOYO A PNP,25/10/2018 18:58,Conminar / Retirar,"CA. CABIEDES N° SN, SAN ISIDRO",4-1,
"2,148",APOYO A PNP,25/10/2018 09:40,Conminar / Retirar,"AV. DEL PARQUE SUR N° 0405, SAN ISIDRO",5-4,
"2,149",APOYO A PNP,25/10/2018 05:45,Patrullaje Disuasivo,"AV. GUARDIA CIVIL, SAN ISIDRO",5-3,
"2,150",APOYO A PNP,25/10/2018 00:41,Patrullaje Disuasivo,"CA. LA TORRE, BALTAZAR N° 0540, SAN ISIDRO",1-4,
"2,151",APOYO A PNP,23/10/2018 14:37,Conminar / Retirar,"CA. FUENTES, MANUEL ATANASIO N° 0881, SAN ISIDRO",4-3,
"2,152",APOYO A PNP,23/10/2018 13:09,Conminar / Retirar,"AV. PRADO OESTE, JAVIER, SAN ISIDRO",1-5,
"2,153",APOYO A PNP,22/10/2018 20:12,Conminar / Retirar,"CA. LAS MORERAS, SAN ISIDRO",1-4,
"2,154",APOYO A PNP,22/10/2018 17:37,Patrullaje Disuasivo,"AV. PRADO ESTE, JAVIER, SAN ISIDRO",4-2,
"2,155",APOYO A PNP,22/10/2018 17:18,Conminar / Retirar,"CA. DE ARCE, MARIANO JOSÉ, SAN ISIDRO",3-3,
"2,156",APOYO A PNP,22/10/2018 13:48,Patrullaje Disuasivo,"AV. CARRIQUIRY MAURER, PABLO N° 0132, SAN ISIDRO",5-1,
"2,157",APOYO A PNP,22/10/2018 13:30,Patrullaje Disuasivo,"CA. TUCANES N° 0295, SAN ISIDRO",4-4,
"2,158",APOYO A PNP,22/10/2018 09:13,Conminar / Retirar,"AV. DEL PARQUE SUR N° 0450, SAN ISIDRO",5-4,
"2,159",APOYO A PNP,21/10/2018 20:14,Conminar / Retirar,"AV. PARDO Y ALIAGA, FELIPE, SAN ISIDRO",2-5,
"2,160",APOYO A PNP,21/10/2018 05:07,Patrullaje Disuasivo,"CA. VALLE RIESTRA, GRAL FRANCISCO, SAN ISIDRO",1-4,
"2,161",APOYO A PNP,21/10/2018 00:14,Conminar / Retirar,"AV. DOS DE MAYO N° 1599, SAN ISIDRO",1-2,
"2,162",APOYO A PNP,20/10/2018 09:21,Patrullaje Disuasivo,"PQ. DE LA DIGNIDAD N° SN, SAN ISIDRO",5-3,
"2,163",APOYO A PNP,19/10/2018 10:24,Patrullaje Disuasivo,"CA. BURGOS N° 0545 DPTO 101, SAN ISIDRO",1-1,
"2,164",APOYO A PNP,19/10/2018 08:27,Conminar / Retirar,"C.HAB RESIDENCIAL SANTA CRUZ BLK O Y M, SAN ISIDRO",2-4,
"2,165",APOYO A PNP,18/10/2018 10:21,Conminar / Retirar,"CA. 54 (URB. CORPAC) N° 0155, SAN ISIDRO",5-1,
"2,166",APOYO A PNP,18/10/2018 08:15,Conminar / Retirar,"AV. PEREZ ARANIBAR, AUGUSTO N° 1670 DPTO 2, SAN ISIDRO",2-2,
"2,167",APOYO A PNP,17/10/2018 23:18,Patrullaje Disuasivo,"CA. ALZAMORA - OESTE, LIZARDO, SAN ISIDRO",3-1,
"2,168",APOYO A PNP,17/10/2018 01:11,Patrullaje Disuasivo,"CA. LA TORRE, BALTAZAR, SAN ISIDRO",1-4,
"2,169",APOYO A PNP,15/10/2018 10:17,Patrullaje Disuasivo,"CA. LOS NARANJOS N° 0227, SAN ISIDRO",1-2,
"2,170",APOYO A PNP,15/10/2018 07:36,Conminar / Retirar,"CA. ODRIOZOLA, CORONEL, SAN ISIDRO",4-3,
"2,171",APOYO A PNP,14/10/2018 09:32,Patrullaje Disuasivo,"CA. POLAR, JUAN MANUEL N° 0150, SAN ISIDRO",1-3,
"2,172",APOYO A PNP,13/10/2018 02:34,Conminar / Retirar,"AV. PEZET, GENERAL JUAN ANTONIO N° 1165, SAN ISIDRO",2-3,
"2,173",APOYO A PNP,12/10/2018 06:46,Conminar / Retirar,"CA. CARRION, DANIEL ALCIDES N° 0240, SAN ISIDRO",1-1,
"2,174",APOYO A PNP,09/10/2018 03:12,Patrullaje Disuasivo,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN, SAN ISIDRO",1-3,
"2,175",APOYO A PNP,07/10/2018 22:20,Conminar / Retirar,"CA. GARCIA, GODOFREDO N° 0490, SAN ISIDRO",2-7,
"2,176",APOYO A PNP,06/10/2018 21:38,Patrullaje Disuasivo,"AV. GUARDIA CIVIL N° 0650, SAN ISIDRO",5-3,
"2,177",APOYO A PNP,06/10/2018 12:16,Conminar / Retirar,"CA. PUNTA NEGRA N° 0140, SAN ISIDRO",2-7,
"2,178",APOYO A PNP,04/10/2018 13:50,Patrullaje Disuasivo,"AV. LOS CONQUISTADORES, SAN ISIDRO",3-3,
"2,179",APOYO A PNP,03/10/2018 23:49,Conminar / Retirar,"AV. REPUBLICA, PASEO DE LA, SAN ISIDRO",4-2,
"2,180",APOYO A PNP,02/10/2018 14:38,Conminar / Retirar,"AV. PEZET, GENERAL JUAN ANTONIO, SAN ISIDRO",2-5,
"2,181",APOYO A PNP,01/10/2018 20:27,Conminar / Retirar,"AV. SALAVERRY, GENERAL N° 3674, SAN ISIDRO",2-1,
"2,182",APOYO A PNP,20/10/2018 23:26,Patrullaje Disuasivo,"AV. AREQUIPA, SAN ISIDRO",3-3,
"2,183",APOYO A PNP,31/10/2018 19:54,Conminar / Retirar,"CA. GARCIA, GODOFREDO N° 0490, SAN ISIDRO",2-7,
"2,184",APOYO A PNP,31/10/2018 18:35,Conminar / Retirar,"CA. ANTEQUERA N° 0211, SAN ISIDRO",4-1,
"2,185",APOYO A PNP,31/10/2018 17:00,Patrullaje Disuasivo,"CA. CHOQUEHUANCA N° 0623, SAN ISIDRO",3-2,
"2,186",APOYO A PNP,31/10/2018 16:45,Conminar / Retirar,"CA. AUDIENCIA N° 0196, SAN ISIDRO",4-1,
"2,187",APOYO A PNP,31/10/2018 12:59,Conminar / Retirar,"CA. ESQUILACHE N° 0181, SAN ISIDRO",3-3,
"2,188",APOYO A PNP,31/10/2018 11:50,Conminar / Retirar,"CA. MEJIA BACA, JUAN, SAN ISIDRO",5-3,
"2,189",APOYO A PNP,31/10/2018 10:23,Patrullaje Disuasivo,"AV. PRADO OESTE, JAVIER, SAN ISIDRO",1-2,
"2,190",APOYO A PNP,31/10/2018 10:10,Conminar / Retirar,"AV. DEL PARQUE NORTE, SAN ISIDRO",5-2,
"2,191",APOYO A PNP,31/10/2018 08:49,Conminar / Retirar,"CA. LOS ANADES N° 0239, SAN ISIDRO",5-1,
"2,192",APOYO A PNP,31/10/2018 04:49,Patrullaje Disuasivo,"AV. DEL PARQUE NORTE N° 0280, SAN ISIDRO",5-2,
"2,193",APOYO A PNP,31/10/2018 04:22,Patrullaje Disuasivo,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0638, SAN ISIDRO",5-4,
"2,194",APOYO A PNP,30/10/2018 16:42,Patrullaje Disuasivo,"CA. MASIAS, FRANCISCO, SAN ISIDRO",4-2,
"2,195",APOYO A PNP,30/10/2018 15:22,Patrullaje Disuasivo,"CA. VALLE RIESTRA, GRAL FRANCISCO N° 0505, SAN ISIDRO",2-2,
"2,196",APOYO A PNP,30/10/2018 01:22,Patrullaje Disuasivo,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 1100, SAN ISIDRO",2-1,
"2,197",APOYO A PNP,29/10/2018 21:50,Conminar / Retirar,"CA. LOS CEDROS N° 0726, SAN ISIDRO",1-5,
"2,198",APOYO A PNP,29/10/2018 15:51,Patrullaje Disuasivo,"CA. VALLE RIESTRA, GRAL FRANCISCO, SAN ISIDRO",2-2,
"2,199",APOYO A PNP,29/10/2018 10:46,Patrullaje Disuasivo,"AV. GALVEZ BARRENECHEA, JOSÉ N° 1010, SAN ISIDRO",5-4,
"2,200",APOYO A PNP,29/10/2018 00:42,Conminar / Retirar,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0750, SAN ISIDRO",5-4,
"2,201",APOYO A PNP,28/10/2018 07:41,Patrullaje Disuasivo,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 0266, SAN ISIDRO",5-2,
"2,202",APOYO A PNP,27/10/2018 23:49,Patrullaje Disuasivo,"CA. MARCONI, GUILLERMO N° 0340, SAN ISIDRO",1-1,
"2,203",APOYO A PNP,26/10/2018 10:35,Patrullaje Disuasivo,"CA. GONZALES DE LA ROSA, MANUEL N° 0475, SAN ISIDRO",1-3,
"2,204",APOYO A PNP,26/10/2018 08:39,Patrullaje Disuasivo,"CA. FERREYROS URMENETA, DR. CARLOS ENRIQUE N° 0151, SAN ISIDRO",5-3,
"2,205",APOYO A PNP,25/10/2018 21:41,Conminar / Retirar,"CA. ACOSTA, CARLOS N° 0156, SAN ISIDRO",4-3,
"2,206",APOYO A PNP,25/10/2018 21:37,Conminar / Retirar,"AV. SANCHEZ CARRION, FAUSTINO N° 0280, SAN ISIDRO",1-1,
"2,207",APOYO A PNP,25/10/2018 01:43,Patrullaje Disuasivo,"AV. SALAVERRY, GENERAL, SAN ISIDRO",1-3,
"2,208",APOYO A PNP,25/10/2018 00:40,Patrullaje Disuasivo,"AV. SALAVERRY, GENERAL, SAN ISIDRO",1-3,
"2,209",APOYO A PNP,24/10/2018 22:07,Patrullaje Disuasivo,"CA. LOS NOGALES, SAN ISIDRO",1-2,
"2,210",APOYO A PNP,24/10/2018 11:09,Conminar / Retirar,"CA. 54 (URB. CORPAC) N° 0221, SAN ISIDRO",5-1,
"2,211",APOYO A PNP,23/10/2018 18:47,Conminar / Retirar,"CA. DE PORRAS, MARTÍN N° 0161, SAN ISIDRO",4-1,
"2,212",APOYO A PNP,23/10/2018 10:26,Patrullaje Disuasivo,"AV. CADIZ, SAN ISIDRO",1-1,
"2,213",APOYO A PNP,23/10/2018 09:00,Conminar / Retirar,"CA. 54 (URB. CORPAC) N° 0210, SAN ISIDRO",5-1,
"2,214",APOYO A PNP,22/10/2018 19:16,Patrullaje Disuasivo,"CA. PUNTA NEGRA N° 0379, SAN ISIDRO",2-7,
"2,215",APOYO A PNP,22/10/2018 15:29,Conminar / Retirar,"CA. LOS ANADES N° 0110, SAN ISIDRO",5-1,
"2,216",APOYO A PNP,22/10/2018 08:22,Patrullaje Disuasivo,"CA. ROMA N° 0316, SAN ISIDRO",1-1,
"2,217",APOYO A PNP,21/10/2018 05:00,Patrullaje Disuasivo,"AV. DOS DE MAYO N° 1690, SAN ISIDRO",1-1,
"2,218",APOYO A PNP,20/10/2018 23:18,Patrullaje Disuasivo,"AV. PRESCOTT, GUILLERMO N° 0355, SAN ISIDRO",1-1,
"2,219",APOYO A PNP,20/10/2018 01:54,Conminar / Retirar,"CA. LOS NOGALES N° 0296, SAN ISIDRO",1-2,
"2,220",APOYO A PNP,18/10/2018 19:25,Conminar / Retirar,"CA. HALCONES N° 0181, SAN ISIDRO",4-4,
"2,221",APOYO A PNP,18/10/2018 10:34,Patrullaje Disuasivo,"AV. PRADO ESTE, JAVIER N° 0338, SAN ISIDRO",4-1,
"2,222",APOYO A PNP,17/10/2018 15:15,Conminar / Retirar,"CA. PUNTA NEGRA N° 0770, SAN ISIDRO",2-1,
"2,223",APOYO A PNP,17/10/2018 01:18,Conminar / Retirar,"CA. ROAUD Y PAZ SOLDAN, MANUEL N° 0317, SAN ISIDRO",3-2,
"2,224",APOYO A PNP,16/10/2018 23:51,Patrullaje Disuasivo,"AV. BASADRE GROHMANN, JORGE, SAN ISIDRO",1-5,
"2,225",APOYO A PNP,16/10/2018 22:16,Conminar / Retirar,"CA. HARRIS, PAUL P. N° 0190, SAN ISIDRO",2-3,
"2,226",APOYO A PNP,16/10/2018 02:55,Conminar / Retirar,"CA. DE CERVANTES SAAVEDRA, MIGUEL N° 0110, SAN ISIDRO",2-5,
"2,227",APOYO A PNP,15/10/2018 18:06,Patrullaje Disuasivo,"PQ. PARQUE ERNESTO ALAYZA GRUNDY N° SN, SAN ISIDRO",2-6,
"2,228",APOYO A PNP,14/10/2018 21:50,Patrullaje Disuasivo,"CA. LOS FICUS N° 0323, SAN ISIDRO",1-6,
"2,229",APOYO A PNP,14/10/2018 18:36,Patrullaje Disuasivo,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0364, SAN ISIDRO",1-3,
"2,230",APOYO A PNP,14/10/2018 13:53,Conminar / Retirar,"PQ. PARQUE DE ACOSTA JOSE N° SN, SAN ISIDRO",2-1,
"2,231",APOYO A PNP,12/10/2018 00:39,Patrullaje Disuasivo,"CA. VANDERGHEN, JORGE N° 0590, SAN ISIDRO",2-6,
"2,232",APOYO A PNP,11/10/2018 23:50,Conminar / Retirar,"CA. TRADICIONES N° 0160, SAN ISIDRO",3-1,
"2,233",APOYO A PNP,11/10/2018 20:07,Patrullaje Disuasivo,"CA. MAURTUA, VICTOR A. N° 0657, SAN ISIDRO",2-6,
"2,234",APOYO A PNP,11/10/2018 12:18,Conminar / Retirar,"CA. TRADICIONES N° 0160, SAN ISIDRO",3-1,
"2,235",APOYO A PNP,11/10/2018 08:46,Conminar / Retirar,"PSJE. TUCANES N° SN, SAN ISIDRO",4-4,
"2,236",APOYO A PNP,09/10/2018 16:32,Patrullaje Disuasivo,"CA. CARRION, DANIEL ALCIDES N° 0250, SAN ISIDRO",1-1,
"2,237",APOYO A PNP,08/10/2018 23:29,Conminar / Retirar,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0541, SAN ISIDRO",5-3,
"2,238",APOYO A PNP,08/10/2018 23:18,Conminar / Retirar,"CA. REYES, CORONEL ANDRÉS N° 0420, SAN ISIDRO",4-2,
"2,239",APOYO A PNP,08/10/2018 23:02,Patrullaje Disuasivo,"AV. PRADO OESTE, JAVIER, SAN ISIDRO",1-5,
"2,240",APOYO A PNP,07/10/2018 20:08,Patrullaje Disuasivo,"AV. PEREZ ARANIBAR, AUGUSTO N° 1680, SAN ISIDRO",2-2,
"2,241",APOYO A PNP,03/10/2018 13:08,Conminar / Retirar,"AV. CARRIQUIRY MAURER, PABLO N° 0441, SAN ISIDRO",5-2,
"2,242",APOYO A PNP,03/10/2018 10:33,Patrullaje Disuasivo,"CA. PORRAS OSORES, CARLOS, SAN ISIDRO",1-1,
"2,243",APOYO A PNP,02/10/2018 17:48,Patrullaje Disuasivo,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0410, SAN ISIDRO",1-3,
"2,244",APOYO A PNP,02/10/2018 17:16,Patrullaje Disuasivo,"CA. 3 NORTE (URB. CORPAC), SAN ISIDRO",5-1,
"2,245",APOYO A PNP,02/10/2018 12:53,Conminar / Retirar,"CA. CHINCHON N° 0736, SAN ISIDRO",4-1,
"2,246",APOYO A PNP,01/10/2018 21:50,Conminar / Retirar,"CA. DELLEPIANI, JUAN N° 0288, SAN ISIDRO",2-2,
"2,247",APOYO A PNP,01/10/2018 16:59,Patrullaje Disuasivo,"CA. 33 (URB. CORPAC) N° 0265, SAN ISIDRO",5-4,
"2,248",APOYO A PNP,01/10/2018 16:56,Conminar / Retirar,"AV. PEZET, GENERAL JUAN ANTONIO N° 1543, SAN ISIDRO",2-2,
"2,249",APOYO A PNP,31/10/2018 19:10,,"AV. PEZET, GENERAL JUAN ANTONIO N° 1978, SAN ISIDRO",2-1,
"2,250",APOYO A PNP,30/10/2018 00:48,,"CA. ELESPURU, JUAN NORBERTO N° 0405, SAN ISIDRO",1-4,
"2,251",APOYO A PNP,29/10/2018 22:39,,"AV. DEL PARQUE SUR N° SN, SAN ISIDRO",5-4,
"2,252",APOYO A PNP,29/10/2018 15:40,,"CA. BILBAO N° 1075, SAN ISIDRO",1-3,
"2,253",APOYO A PNP,26/10/2018 18:44,,"CA. LOS CEDROS N° 0380, SAN ISIDRO",1-5,
"2,254",APOYO A PNP,25/10/2018 18:52,,"CA. LOS CEDROS N° 0455, SAN ISIDRO",1-6,
"2,255",APOYO A PNP,18/10/2018 19:25,,"CA. LOS CEDROS N° 0431, SAN ISIDRO",1-6,
"2,256",APOYO A PNP,18/10/2018 00:25,,"CA. CHINCHON, SAN ISIDRO",4-1,
"2,257",APOYO A PNP,16/10/2018 22:36,,"PQ. PARQUE CENTRAL N° SN, SAN ISIDRO",4-2,
"2,258",APOYO A PNP,16/10/2018 22:18,,"CA. SCHREIBER, GERMÁN, SAN ISIDRO",4-4,
"2,259",APOYO A PNP,16/10/2018 00:31,,"CA. SCHREIBER, GERMÁN N° 0205, SAN ISIDRO",4-4,
"2,260",APOYO A PNP,16/10/2018 00:28,,"AV. LOS CONQUISTADORES N° 0215, SAN ISIDRO",3-3,
"2,261",APOYO A PNP,16/10/2018 00:26,,"CA. LA TORRE, BALTAZAR N° 0255, SAN ISIDRO",1-4,
"2,262",APOYO A PNP,15/10/2018 23:27,,"AV. LOS CONQUISTADORES N° 0215, SAN ISIDRO",3-3,
"2,263",APOYO A PNP,15/10/2018 23:23,,"CA. LA TORRE, BALTAZAR N° 0255, SAN ISIDRO",1-4,
"2,264",APOYO A PNP,15/10/2018 22:40,,"CA. SCHREIBER, GERMÁN N° 0205, SAN ISIDRO",4-4,
"2,265",APOYO A PNP,15/10/2018 13:05,,"AV. DOS DE MAYO, SAN ISIDRO",1-1,
"2,266",APOYO A PNP,10/10/2018 20:10,,"CA. FUENTES, MANUEL ATANASIO N° 0053, SAN ISIDRO",4-1,
"2,267",APOYO A PNP,10/10/2018 20:10,,"CA. FUENTES, MANUEL ATANASIO N° 0053, SAN ISIDRO",4-1,
"2,268",APOYO A PNP,10/10/2018 18:37,,"CA. LAS OROPENDOLAS, SAN ISIDRO",5-1,
"2,269",APOYO A PNP,08/10/2018 23:18,,"CA. LOS ALAMOS, SAN ISIDRO",1-6,
"2,270",APOYO A PNP,08/10/2018 23:16,,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN, SAN ISIDRO",1-3,
"2,271",APOYO A PNP,08/10/2018 22:30,,"CA. LOS EUCALIPTOS, SAN ISIDRO",1-1,
"2,272",APOYO A PNP,08/10/2018 22:29,,"CA. LOS EUCALIPTOS, SAN ISIDRO",1-1,
"2,273",APOYO A PNP,08/10/2018 22:01,,"CA. SCHREIBER, GERMÁN, SAN ISIDRO",4-4,
"2,274",APOYO A PNP,08/10/2018 05:42,,"CA. GONZALES DE LA ROSA, MANUEL, SAN ISIDRO",1-3,
"2,275",APOYO A PNP,06/10/2018 18:19,,"AV. SALAVERRY, GENERAL, SAN ISIDRO",2-1,
"2,276",APOYO A PNP,05/10/2018 00:37,,"CA. LAS BEGONIAS N° 0450, SAN ISIDRO",4-2,
"2,277",APOYO A PNP,02/10/2018 18:50,,"CA. LA HABANA N° 0405, SAN ISIDRO",4-3,
"2,278",APOYO A PNP,02/10/2018 18:49,,"AV. REPUBLICA DE COLOMBIA N° 0525, SAN ISIDRO",4-3,
"2,279",APOYO A PNP,02/10/2018 18:47,,"CA. VILLARAN, LUIS FELIPE N° 0742, SAN ISIDRO",4-3,
"2,280",APOYO A PNP,02/10/2018 04:21,,"AV. GUARDIA CIVIL N° 1294, SAN ISIDRO",5-1,
"2,281",APOYO A PNP,02/10/2018 02:14,,"CA. BOLOGNESI, AUGUSTO N° 0335, SAN ISIDRO",2-2,
"2,282",APOYO A PNP,29/10/2018 11:13,,"AV. GUARDIA CIVIL N° 0420, SAN ISIDRO",5-3,
"2,283",APOYO A PNP,28/10/2018 17:56,,"AV. DE RIBERA, NICOLÁS N° 0330, SAN ISIDRO",1-6,
"2,284",APOYO A PNP,13/10/2018 22:20,,"PQ. BOSQUE EL OLIVAR N° SN, SAN ISIDRO",3-3,
"2,285",APOYO A PNP,31/10/2018 23:52,,"CA. GOLONDRINAS N° 0325, SAN ISIDRO",4-4,
"2,286",APOYO A PNP,31/10/2018 22:21,,"CA. GARCIA, GODOFREDO, SAN ISIDRO",2-1,
"2,287",APOYO A PNP,31/10/2018 21:51,,"AV. REPUBLICA DE COLOMBIA N° 0478, SAN ISIDRO",4-3,
"2,288",APOYO A PNP,31/10/2018 21:31,,"CA. DELLEPIANI, JUAN, SAN ISIDRO",2-2,
"2,289",APOYO A PNP,31/10/2018 21:21,,"AV. REPUBLICA DE PANAMA N° 3690, SAN ISIDRO",4-4,
"2,290",APOYO A PNP,31/10/2018 20:59,,"AV. PRADO OESTE, JAVIER N° 0970 DPTO 101, SAN ISIDRO",1-2,
"2,291",APOYO A PNP,31/10/2018 20:41,,"CA. 6 (URB. CORPAC) N° 0135, SAN ISIDRO",5-3,
"2,292",APOYO A PNP,31/10/2018 20:26,,"CA. LOS PINOS N° 0271, SAN ISIDRO",3-1,
"2,293",APOYO A PNP,31/10/2018 20:04,,"CA. ODRIOZOLA, CORONEL N° 0151, SAN ISIDRO",4-3,
"2,294",APOYO A PNP,31/10/2018 19:54,,"CA. 25 (URB. CORPAC) N° 0185, SAN ISIDRO",5-4,
"2,295",APOYO A PNP,31/10/2018 19:45,,"AV. ARAMBURU, ANDRÉS N° 0229, SAN ISIDRO",4-3,
