N°,CASO,DÍA,FECHA,MODALIDAD,MEDIO,DIRECCIÓN
"1,985",00765025,DOMINGO,20/01/2019 00:39,Patrullaje Disuasivo,RADIO,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0346, SAN ISIDRO"
"1,986",00764979,SÁBADO,19/01/2019 22:19,Conminar / Retirar,TELÉFONO,"AV. GUARDIA CIVIL N° 0650, SAN ISIDRO"
"1,987",00764804,SÁBADO,19/01/2019 10:27,Patrullaje Disuasivo,TELÉFONO,"AV. PARDO Y ALIAGA, FELIPE N° 010581, SAN ISIDRO"
"1,988",00764243,JUEVES,17/01/2019 04:15,Conminar / Retirar,TELÉFONO,"AV. PRADO OESTE, JAVIER, SAN ISIDRO"
"1,989",00763638,LUNES,14/01/2019 21:32,Patrullaje Disuasivo,TELÉFONO,"CA. ROAUD Y PAZ SOLDAN, MANUEL N° 0154, SAN ISIDRO"
"1,990",00763627,LUNES,14/01/2019 20:31,Conminar / Retirar,TELÉFONO,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 0729, SAN ISIDRO"
"1,991",00763500,LUNES,14/01/2019 13:26,Patrullaje Disuasivo,TELÉFONO,"CA. TUCANES N° 120295, SAN ISIDRO"
"1,992",00763442,LUNES,14/01/2019 09:19,Patrullaje Disuasivo,TELÉFONO,"CA. GORRIONES N° 050140, SAN ISIDRO"
"1,993",00763430,LUNES,14/01/2019 07:54,Conminar / Retirar,TELÉFONO,"AV. CARRIQUIRY MAURER, PABLO N° 0724, SAN ISIDRO"
"1,994",00763253,DOMINGO,13/01/2019 03:07,Conminar / Retirar,TELÉFONO,"AV. REPUBLICA DE PANAMA N° 2991, SAN ISIDRO"
"1,995",00763240,DOMINGO,13/01/2019 02:14,Patrullaje Disuasivo,TELÉFONO,"AV. PRADO ESTE, JAVIER N° 030465, SAN ISIDRO"
"1,996",00763199,SÁBADO,12/01/2019 23:03,Patrullaje Disuasivo,TELÉFONO,"AV. REPUBLICA DE PANAMA N° 2991, SAN ISIDRO"
"1,997",00763193,SÁBADO,12/01/2019 22:50,Conminar / Retirar,TELÉFONO,"CA. 31 (URB. CORPAC) N° 0275, SAN ISIDRO"
"1,998",00763187,SÁBADO,12/01/2019 22:24,Patrullaje Disuasivo,TELÉFONO,"CA. A (URB. ORRANTIA DEL MAR - V ZONA) N° 010395, SAN ISIDRO"
"1,999",00762945,SÁBADO,12/01/2019 01:24,Conminar / Retirar,TELÉFONO,"AV. CANAVAL MOREYRA, ENRIQUE N° 0648, SAN ISIDRO"
"2,000",00762914,VIERNES,11/01/2019 23:07,Conminar / Retirar,TELÉFONO,"CA. DE LA MONCLOVA, CONDE N° 060363, SAN ISIDRO"
"2,001",00762843,VIERNES,11/01/2019 17:31,Patrullaje Disuasivo,TELÉFONO,"CA. GORRIONES N° 0170, SAN ISIDRO"
"2,002",00762671,VIERNES,11/01/2019 08:44,Conminar / Retirar,TELÉFONO,"CA. LA SANTA MARIA N° 0185, SAN ISIDRO"
"2,003",00762583,JUEVES,10/01/2019 21:52,Patrullaje Disuasivo,TELÉFONO,"AV. RIVERA NAVARRETE, RICARDO N° 030757, SAN ISIDRO"
"2,004",00762582,JUEVES,10/01/2019 21:52,Conminar / Retirar,TELÉFONO,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
"2,005",00762576,JUEVES,10/01/2019 21:32,Patrullaje Disuasivo,TELÉFONO,"CA. BARCELONA N° 0180, SAN ISIDRO"
"2,006",00762561,JUEVES,10/01/2019 20:24,Conminar / Retirar,TELÉFONO,"CA. ACOSTA, CARLOS N° 0190, SAN ISIDRO"
"2,007",00762403,JUEVES,10/01/2019 10:12,Patrullaje Disuasivo,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO N° 1670, SAN ISIDRO"
"2,008",00762383,JUEVES,10/01/2019 08:37,Patrullaje Disuasivo,TELÉFONO,"CA. MERINO, IGNACIO, SAN ISIDRO"
"2,009",00762329,MIÉRCOLES,09/01/2019 21:35,Patrullaje Disuasivo,TELÉFONO,"CA. LA REPUBLICA N° 0414, SAN ISIDRO"
"2,010",00761823,MARTES,08/01/2019 04:14,Patrullaje Disuasivo,TELÉFONO,"CA. 3 NORTE (URB. CORPAC) N° 0152, SAN ISIDRO"
"2,011",00761649,LUNES,07/01/2019 14:08,Conminar / Retirar,TELÉFONO,"AV. PRADO ESTE, JAVIER N° 1166, SAN ISIDRO"
"2,012",00761604,LUNES,07/01/2019 12:25,Conminar / Retirar,TELÉFONO,"AV. SALAVERRY, GENERAL, SAN ISIDRO"
"2,013",00761603,LUNES,07/01/2019 12:20,Patrullaje Disuasivo,TELÉFONO,"AV. SALAVERRY, GENERAL N° SN, SAN ISIDRO"
"2,014",00761596,LUNES,07/01/2019 12:00,Patrullaje Disuasivo,TELÉFONO,"CA. LA HABANA N° 0580, SAN ISIDRO"
"2,015",00761583,LUNES,07/01/2019 10:43,Patrullaje Disuasivo,RADIO,"AV. RIVERA NAVARRETE, RICARDO, SAN ISIDRO"
"2,016",00761468,DOMINGO,06/01/2019 21:08,Patrullaje Disuasivo,TELÉFONO,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 0550, SAN ISIDRO"
"2,017",00761354,DOMINGO,06/01/2019 05:01,Patrullaje Disuasivo,TELÉFONO,"CA. LYNCH, ALBERTO N° 0155, SAN ISIDRO"
"2,018",00761296,SÁBADO,05/01/2019 21:52,Patrullaje Disuasivo,TELÉFONO,"CA. 28 (URB. CORPAC) N° 180145, SAN ISIDRO"
"2,019",00761260,SÁBADO,05/01/2019 18:58,Patrullaje Disuasivo,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 0881, SAN ISIDRO"
"2,020",00761243,SÁBADO,05/01/2019 16:57,Conminar / Retirar,TELÉFONO,"CA. PORRAS OSORES, CARLOS N° 0396, SAN ISIDRO"
"2,021",00761130,SÁBADO,05/01/2019 06:21,Patrullaje Disuasivo,TELÉFONO,"CA. GARCIA, GODOFREDO N° 0490, SAN ISIDRO"
"2,022",00761092,VIERNES,04/01/2019 22:49,Patrullaje Disuasivo,TELÉFONO,"AV. DE RIBERA, NICOLÁS, SAN ISIDRO"
"2,023",00760827,VIERNES,04/01/2019 00:26,Conminar / Retirar,TELÉFONO,"CA. LOS CIPRESES N° 0289 DPTO 302, SAN ISIDRO"
"2,024",00760757,JUEVES,03/01/2019 17:26,Conminar / Retirar,TELÉFONO,"AV. DEL PARQUE SUR, SAN ISIDRO"
"2,025",00760611,JUEVES,03/01/2019 08:31,Conminar / Retirar,TELÉFONO,"CA. MONTEAGUDO, BERNARDO, SAN ISIDRO"
"2,026",00760606,JUEVES,03/01/2019 07:16,Patrullaje Disuasivo,TELÉFONO,"CA. CISNES N° 0335, SAN ISIDRO"
"2,027",00760605,JUEVES,03/01/2019 07:06,Patrullaje Disuasivo,TELÉFONO,"CA. BEJAR, CURA N° 0190 DPTO 0203, SAN ISIDRO"
"2,028",00760579,MIÉRCOLES,02/01/2019 23:06,Conminar / Retirar,TELÉFONO,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0148, SAN ISIDRO"
"2,029",00760535,MIÉRCOLES,02/01/2019 19:52,Patrullaje Disuasivo,TELÉFONO,"CA. 32 (URB. CORPAC) N° 0135, SAN ISIDRO"
"2,030",00760416,MIÉRCOLES,02/01/2019 12:02,Patrullaje Disuasivo,TELÉFONO,"CA. POLAR, JUAN MANUEL, SAN ISIDRO"
"2,031",00760206,MARTES,01/01/2019 00:07,Patrullaje Disuasivo,TELÉFONO,"CA. GARCIA, GODOFREDO N° 0490, SAN ISIDRO"
"2,032",00766669,SÁBADO,26/01/2019 08:11,,RADIO,"CA. 1 OESTE (URB. CORPAC ) N° 0057, SAN ISIDRO"
"2,033",00766561,VIERNES,25/01/2019 19:32,,RADIO,"CA. ELESPURU, JUAN NORBERTO, SAN ISIDRO"
"2,034",00766560,VIERNES,25/01/2019 19:29,,RADIO,"AV. PRADO ESTE, JAVIER N° SN, SAN ISIDRO"
"2,035",00763191,SÁBADO,12/01/2019 22:47,,TELÉFONO,"AV. PRADO OESTE, JAVIER N° 0405, SAN ISIDRO"
"2,036",00762880,VIERNES,11/01/2019 20:07,,RADIO,"AV. GUARDIA CIVIL N° 080670, SAN ISIDRO"
"2,037",00762575,JUEVES,10/01/2019 21:31,,TELÉFONO,"CA. ROMA, SAN ISIDRO"
"2,038",00762569,JUEVES,10/01/2019 21:04,,TELÉFONO,"CA. ROMA, SAN ISIDRO"
"2,039",00762319,MIÉRCOLES,09/01/2019 21:03,,RADIO,"AV. BASADRE GROHMANN, JORGE N° 110498, SAN ISIDRO"
"2,040",00762297,MIÉRCOLES,09/01/2019 19:19,,RADIO,"CA. LOS CEDROS N° 100431, SAN ISIDRO"
"2,041",00761763,LUNES,07/01/2019 21:04,,RADIO,"PQ. PARQUE MRCAL. GAMARRA N° SN, SAN ISIDRO"
"2,042",00761289,SÁBADO,05/01/2019 21:12,,RADIO,"AV. AV. LARA, GENERAL JACINTO, SAN ISIDRO"
"2,043",00761279,SÁBADO,05/01/2019 20:05,,RADIO,"CA. LOS ALAMOS N° 0201, SAN ISIDRO"
"2,044",00761275,SÁBADO,05/01/2019 19:53,,RADIO,"AV. PEREZ ARANIBAR, AUGUSTO N° 2402, SAN ISIDRO"
"2,045",00760846,VIERNES,04/01/2019 06:43,,RADIO,"AV. GUARDIA CIVIL N° 0254, SAN ISIDRO"
"2,046",00760829,VIERNES,04/01/2019 01:14,,RADIO,"CA. PERDICES N° 0114, SAN ISIDRO"
"2,047",00760825,JUEVES,03/01/2019 23:36,,RADIO,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 1312, SAN ISIDRO"
"2,048",00760345,MARTES,01/01/2019 20:31,,RADIO,"AV. CARRIQUIRY MAURER, PABLO N° 210777, SAN ISIDRO"
"2,049",00765856,MIÉRCOLES,23/01/2019 14:26,,TELÉFONO,"(NULL) N° SN, SAN ISIDRO"
"2,050",00764823,VIERNES,18/01/2019 19:22,,RADIO,"CA. MARCONI, GUILLERMO, SAN ISIDRO"
"2,051",00763039,SÁBADO,12/01/2019 12:01,,RADIO,"CA. LAS BEGONIAS, SAN ISIDRO"
"2,052",00768170,JUEVES,31/01/2019 23:24,,TELÉFONO,"AV. PRADO OESTE, JAVIER N° 132378, SAN ISIDRO"
"2,053",00768148,JUEVES,31/01/2019 22:25,,TELÉFONO,"CA. DELLEPIANI, JUAN, SAN ISIDRO"
"2,054",00768143,JUEVES,31/01/2019 22:14,,TELÉFONO,"CA. SEMINARIO, MIGUEL GERÓNIMO N° 010220, SAN ISIDRO"
"2,055",00768134,JUEVES,31/01/2019 21:52,,TELÉFONO,"AV. GUARDIA CIVIL N° 1294, SAN ISIDRO"
"2,056",00768127,JUEVES,31/01/2019 21:00,,TELÉFONO,"AV. DEL PARQUE NORTE N° 0710, SAN ISIDRO"
"2,057",00768116,JUEVES,31/01/2019 20:03,,TELÉFONO,"CA. TUCANES N° 120295, SAN ISIDRO"
"2,058",00768107,JUEVES,31/01/2019 19:09,,TELÉFONO,"AV. SALAVERRY, GENERAL N° 142955, SAN ISIDRO"
"2,059",00768036,JUEVES,31/01/2019 15:57,,TELÉFONO,"CA. TUCANES N° 120295, SAN ISIDRO"
"2,060",00768009,JUEVES,31/01/2019 14:59,,TELÉFONO,"AV. REPUBLICA, PASEO DE LA N° 203149, SAN ISIDRO"
"2,061",00768007,JUEVES,31/01/2019 14:52,,POS,"AV. DOS DE MAYO, SAN ISIDRO"
"2,062",00768003,JUEVES,31/01/2019 14:46,,POS,"CA. 21 (URB. CORPAC) N° 0713 OFIC 305, SAN ISIDRO"
"2,063",00768001,JUEVES,31/01/2019 14:44,,POS,"AV. CANAVAL MOREYRA, ENRIQUE N° 0605, SAN ISIDRO"
"2,064",00767996,JUEVES,31/01/2019 14:33,,TELÉFONO,"AV. CANAVAL MOREYRA, ENRIQUE N° 110471 INT 402, SAN ISIDRO"
"2,065",00767976,JUEVES,31/01/2019 13:57,,TELÉFONO,"AV. DOS DE MAYO, SAN ISIDRO"
"2,066",00767968,JUEVES,31/01/2019 13:35,,TELÉFONO,"CA. ALDANA, LUIS N° 0273, SAN ISIDRO"
"2,067",00767914,JUEVES,31/01/2019 10:56,,TELÉFONO,"CA. LOS PETIRROJOS N° 0215, SAN ISIDRO"
"2,068",00767903,JUEVES,31/01/2019 10:19,,TELÉFONO,"AV. PARDO Y ALIAGA, FELIPE N° 0621, SAN ISIDRO"
"2,069",00767875,JUEVES,31/01/2019 08:42,,POS,"AV. CADIZ N° 080440, SAN ISIDRO"
"2,070",00767872,JUEVES,31/01/2019 08:20,,TELÉFONO,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0330 INT 402, SAN ISIDRO"
"2,071",00767863,JUEVES,31/01/2019 07:50,,TELÉFONO,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 100395, SAN ISIDRO"
"2,072",00767835,MIÉRCOLES,30/01/2019 23:42,,POS,"AV. PARDO Y ALIAGA, FELIPE N° 150456, SAN ISIDRO"
"2,073",00767814,MIÉRCOLES,30/01/2019 21:53,,POS,"CA. PANCHO FIERRO N° 010117, SAN ISIDRO"
"2,074",00767799,MIÉRCOLES,30/01/2019 20:48,,POS,"AV. LOS CONQUISTADORES N° 020120, SAN ISIDRO"
"2,075",00767795,MIÉRCOLES,30/01/2019 20:20,,POS,"AV. CANAVAL MOREYRA, ENRIQUE N° 0640, SAN ISIDRO"
"2,076",00767787,MIÉRCOLES,30/01/2019 19:06,,POS,"AV. BASADRE GROHMANN, JORGE N° 010275, SAN ISIDRO"
"2,077",00767770,MIÉRCOLES,30/01/2019 18:30,,TELÉFONO,"CA. ROMANET, TENIENTE JOSÉ N° 0322, SAN ISIDRO"
"2,078",00767789,MIÉRCOLES,30/01/2019 18:17,,RADIO,"CA. LAS CAMELIAS, SAN ISIDRO"
"2,079",00767765,MIÉRCOLES,30/01/2019 18:11,,POS,"AV. LOS CONQUISTADORES, SAN ISIDRO"
"2,080",00767753,MIÉRCOLES,30/01/2019 17:27,,POS,"AV. LOS CONQUISTADORES N° 100950, SAN ISIDRO"
"2,081",00767751,MIÉRCOLES,30/01/2019 17:20,,POS,"AV. DEL PARQUE SUR N° 0199, SAN ISIDRO"
"2,082",00767742,MIÉRCOLES,30/01/2019 16:54,,POS,"AV. BASADRE GROHMANN, JORGE N° 020152, SAN ISIDRO"
"2,083",00767739,MIÉRCOLES,30/01/2019 16:30,,POS,"AV. LOS CONQUISTADORES N° 131048, SAN ISIDRO"
"2,084",00767756,MIÉRCOLES,30/01/2019 15:20,,RADIO,"CA. LA JARA, CAPITANES, SAN ISIDRO"
"2,085",00767712,MIÉRCOLES,30/01/2019 14:09,,TELÉFONO,"CA. ALDANA, LUIS N° 0273, SAN ISIDRO"
"2,086",00767680,MIÉRCOLES,30/01/2019 12:29,,TELÉFONO,"CA. PLASCENCIA, ERNESTO N° 010195, SAN ISIDRO"
"2,087",00767654,MIÉRCOLES,30/01/2019 10:53,,POS,"CA. DEL LLANO ZAPATA, JOSÉ, SAN ISIDRO"
"2,088",00767631,MIÉRCOLES,30/01/2019 09:00,,TELÉFONO,"CA. BAÑON, MANUEL N° 010255 INT 402, SAN ISIDRO"
"2,089",00767623,MIÉRCOLES,30/01/2019 08:14,,TELÉFONO,"AV. DOS DE MAYO N° 070308, SAN ISIDRO"
"2,090",00767622,MIÉRCOLES,30/01/2019 08:12,,TELÉFONO,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 100395, SAN ISIDRO"
"2,091",00767575,MARTES,29/01/2019 21:34,,TELÉFONO,"AV. PRADO OESTE, JAVIER N° 132378 INT 402, SAN ISIDRO"
"2,092",00767570,MARTES,29/01/2019 21:12,,POS,"AV. REPUBLICA DE PANAMA N° 093065, SAN ISIDRO"
"2,093",00767522,MARTES,29/01/2019 17:29,,TELÉFONO,"CA. HARRIS, PAUL P. N° 0262, SAN ISIDRO"
"2,094",00767485,MARTES,29/01/2019 15:25,,TELÉFONO,"CA. TUCANES N° 120295, SAN ISIDRO"
"2,095",00767421,MARTES,29/01/2019 11:21,,TELÉFONO,"AV. MIRO QUESADA, AURELIO N° 100200, SAN ISIDRO"
"2,096",00767350,MARTES,29/01/2019 05:10,,TELÉFONO,"CA. LOS FICUS N° 220239 DPTO 304, SAN ISIDRO"
"2,097",00767356,MARTES,29/01/2019 02:33,,RADIO,"AV. AREQUIPA N° 123665, SAN ISIDRO"
"2,098",00767342,MARTES,29/01/2019 00:43,,TELÉFONO,"AV. DOS DE MAYO N° 1590, SAN ISIDRO"
"2,099",00767335,MARTES,29/01/2019 00:06,,POS,"AV. CAMINO REAL N° 1244, SAN ISIDRO"
"2,100",00767331,LUNES,28/01/2019 23:28,,TELÉFONO,"CA. ALDANA, LUIS, SAN ISIDRO"
"2,101",00767326,LUNES,28/01/2019 23:17,,TELÉFONO,"AV. ARAMBURU, ANDRÉS N° 110987, SAN ISIDRO"
"2,102",00767338,LUNES,28/01/2019 23:16,,RADIO,"CA. FUENTES, MANUEL ATANASIO N° 050170, SAN ISIDRO"
"2,103",00767276,LUNES,28/01/2019 19:29,,TELÉFONO,"CA. 27 (URB. CORPAC) N° 0272, SAN ISIDRO"
"2,104",00767240,LUNES,28/01/2019 17:33,,POS,"AV. DE ARONA, JUAN, SAN ISIDRO"
"2,105",00767189,LUNES,28/01/2019 14:36,,TELÉFONO,"AV. BASADRE GROHMANN, JORGE N° 070255 OFIC 801, SAN ISIDRO"
"2,106",00767160,LUNES,28/01/2019 12:23,,TELÉFONO,"AV. SALAVERRY, GENERAL N° 3105, SAN ISIDRO"
"2,107",00767148,LUNES,28/01/2019 11:42,,POS,"AV. RIVERA NAVARRETE, RICARDO N° 090543, SAN ISIDRO"
"2,108",00767140,LUNES,28/01/2019 11:21,,TELÉFONO,"AV. CANAVAL MOREYRA, ENRIQUE N° 110471, SAN ISIDRO"
"2,109",00767138,LUNES,28/01/2019 11:17,,POS,"AV. PETIT THOUARS N° 013909, SAN ISIDRO"
"2,110",00767128,LUNES,28/01/2019 10:32,,TELÉFONO,"CA. VALLE RIESTRA, GRAL FRANCISCO N° 0220, SAN ISIDRO"
"2,111",00767100,LUNES,28/01/2019 09:17,,TELÉFONO,"AV. PETIT THOUARS, SAN ISIDRO"
"2,112",00767099,LUNES,28/01/2019 09:13,,POS,"AV. REPUBLICA, PASEO DE LA N° 113191, SAN ISIDRO"
"2,113",00767070,LUNES,28/01/2019 07:25,,TELÉFONO,"AV. REPUBLICA, PASEO DE LA N° 203147 PIS 06, SAN ISIDRO"
"2,114",00767065,LUNES,28/01/2019 07:00,,TELÉFONO,"PQ. PARQUE DE MORA, CONTRALMIRANTE ERNESTO N° SN, SAN ISIDRO"
"2,115",00767062,LUNES,28/01/2019 02:41,,RADIO,"CA. CHABRIER, TENIENTE ALBERTO RENÉ N° 0262, SAN ISIDRO"
"2,116",00767014,DOMINGO,27/01/2019 21:09,,TELÉFONO,"CA. LAS MORERAS N° 0106, SAN ISIDRO"
"2,117",00766994,DOMINGO,27/01/2019 18:25,,TELÉFONO,"CA. LAS MORERAS N° 0106, SAN ISIDRO"
"2,118",00766987,DOMINGO,27/01/2019 17:53,,TELÉFONO,"AV. PEZET, GENERAL JUAN ANTONIO N° 1609, SAN ISIDRO"
"2,119",00766981,DOMINGO,27/01/2019 17:12,,TELÉFONO,"CA. SANTA MARGARITA N° 0239, SAN ISIDRO"
"2,120",00766973,DOMINGO,27/01/2019 16:43,,TELÉFONO,"C.HAB RESIDENCIAL SANTA CRUZ BLK L 208 , SAN ISIDRO"
"2,121",00766969,DOMINGO,27/01/2019 15:51,,TELÉFONO,"CA. ALDANA, LUIS N° 0273, SAN ISIDRO"
"2,122",00766967,DOMINGO,27/01/2019 15:42,,POS,"AV. DOS DE MAYO N° 130744, SAN ISIDRO"
"2,123",00766950,DOMINGO,27/01/2019 14:52,,POS,"AV. DOS DE MAYO N° 040732, SAN ISIDRO"
"2,124",00766929,DOMINGO,27/01/2019 13:56,,POS,"AV. DOS DE MAYO, SAN ISIDRO"
"2,125",00766928,DOMINGO,27/01/2019 13:54,,TELÉFONO,"CA. ELESPURU, JUAN NORBERTO N° 0796, SAN ISIDRO"
"2,126",00766915,DOMINGO,27/01/2019 12:56,,TELÉFONO,"AV. TUDELA Y VARELA, FRANCISCO N° 0153, SAN ISIDRO"
"2,127",00766906,DOMINGO,27/01/2019 11:36,,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO, SAN ISIDRO"
"2,128",00766898,DOMINGO,27/01/2019 10:54,,TELÉFONO,"CA. DE LA TORRE GONZALES, AGUSTÍN N° 200189, SAN ISIDRO"
"2,129",00766896,DOMINGO,27/01/2019 10:19,,TELÉFONO,"CA. OLAVIDE N° 040385, SAN ISIDRO"
"2,130",00766894,DOMINGO,27/01/2019 09:17,,POS,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0211, SAN ISIDRO"
"2,131",00766878,DOMINGO,27/01/2019 03:33,,TELÉFONO,"AV. BASADRE GROHMANN, JORGE N° 040280, SAN ISIDRO"
"2,132",00766877,DOMINGO,27/01/2019 03:01,,POS,"AV. LOS CONQUISTADORES, SAN ISIDRO"
"2,133",00766846,SÁBADO,26/01/2019 23:19,,TELÉFONO,"CA. GIBSON MOLLER, PERCY N° 040126, SAN ISIDRO"
"2,134",00766838,SÁBADO,26/01/2019 22:47,,TELÉFONO,"AV. CAMINO REAL N° 020120 OFIC 801, SAN ISIDRO"
"2,135",00766824,SÁBADO,26/01/2019 21:35,,TELÉFONO,"CA. VILLARREAL, FEDERICO N° 050480, SAN ISIDRO"
"2,136",00766820,SÁBADO,26/01/2019 21:28,,POS,"AV. DOS DE MAYO, SAN ISIDRO"
"2,137",00766796,SÁBADO,26/01/2019 19:53,,TELÉFONO,"AV. LOS CONQUISTADORES N° 010575, SAN ISIDRO"
"2,138",00766795,SÁBADO,26/01/2019 19:49,,POS,"AV. LOS CONQUISTADORES N° 010212, SAN ISIDRO"
"2,139",00766790,SÁBADO,26/01/2019 19:09,,TELÉFONO,"CA. HARRIS, PAUL P. N° 0254, SAN ISIDRO"
"2,140",00766787,SÁBADO,26/01/2019 18:53,,POS,"CA. LAS PALMERAS N° 060359, SAN ISIDRO"
"2,141",00766772,SÁBADO,26/01/2019 18:02,,TELÉFONO,"CA. MAIMONIDES, MOSHE BEN MAIMON N° 0230, SAN ISIDRO"
"2,142",00766767,SÁBADO,26/01/2019 17:01,,TELÉFONO,"CA. ELESPURU, JUAN NORBERTO N° 0796, SAN ISIDRO"
"2,143",00766764,SÁBADO,26/01/2019 16:44,,TELÉFONO,"CA. LOS PETIRROJOS N° 0215, SAN ISIDRO"
"2,144",00766751,SÁBADO,26/01/2019 15:28,,TELÉFONO,"CA. ALDANA, LUIS N° 0273, SAN ISIDRO"
"2,145",00766745,SÁBADO,26/01/2019 15:04,,TELÉFONO,"CA. EGUIGUREN, FRANCISCO JOSÉ N° 0280 DPTO 202, SAN ISIDRO"
"2,146",00766736,SÁBADO,26/01/2019 14:23,,TELÉFONO,"AV. CAVENECIA, EMILIO, SAN ISIDRO"
"2,147",00766723,SÁBADO,26/01/2019 12:44,,TELÉFONO,"CA. MERINO REYNA, AMADOR N° 120332, SAN ISIDRO"
"2,148",00766707,SÁBADO,26/01/2019 10:54,,TELÉFONO,"C.HAB RESIDENCIAL SANTA CRUZ BLK O 103, SAN ISIDRO"
"2,149",00766701,SÁBADO,26/01/2019 10:27,,TELÉFONO,"AV. CAMINO REAL N° 130167, SAN ISIDRO"
"2,150",00766699,SÁBADO,26/01/2019 10:19,,TELÉFONO,"AV. PRESCOTT, GUILLERMO N° 0410, SAN ISIDRO"
"2,151",00766697,SÁBADO,26/01/2019 10:15,,TELÉFONO,"CA. VELARDE, SAMUEL N° 0135, SAN ISIDRO"
"2,152",00766672,SÁBADO,26/01/2019 08:24,,TELÉFONO,"CA. GONZALES OLAECHEA, MANUEL, SAN ISIDRO"
"2,153",00766663,SÁBADO,26/01/2019 07:14,,TELÉFONO,"AV. DOS DE MAYO N° 1675, SAN ISIDRO"
"2,154",00766656,SÁBADO,26/01/2019 02:42,,TELÉFONO,"CA. VILLARAN, LUIS FELIPE N° 030032, SAN ISIDRO"
"2,155",00766641,SÁBADO,26/01/2019 00:22,,TELÉFONO,"CA. MASIAS, FRANCISCO N° 020544, SAN ISIDRO"
"2,156",00766631,VIERNES,25/01/2019 23:21,,TELÉFONO,"AV. CADIZ N° 0294, SAN ISIDRO"
"2,157",00766613,VIERNES,25/01/2019 22:43,,TELÉFONO,"CA. VILLARAN, LUIS FELIPE N° 010840, SAN ISIDRO"
"2,158",00766602,VIERNES,25/01/2019 22:01,,TELÉFONO,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
"2,159",00766597,VIERNES,25/01/2019 21:52,,TELÉFONO,"CA. ELESPURU, JUAN NORBERTO N° 0395, SAN ISIDRO"
"2,160",00766594,VIERNES,25/01/2019 21:41,,POS,"CA. SANTA LUISA N° 080295, SAN ISIDRO"
"2,161",00766568,VIERNES,25/01/2019 20:04,,TELÉFONO,"AV. PEZET, GENERAL JUAN ANTONIO N° 1419B, SAN ISIDRO"
"2,162",00766510,VIERNES,25/01/2019 16:38,,TELÉFONO,"CA. ALDANA, LUIS N° 0273, SAN ISIDRO"
"2,163",00766507,VIERNES,25/01/2019 16:32,,TELÉFONO,"AV. DEL PARQUE SUR DPTO 102, SAN ISIDRO"
"2,164",00766478,VIERNES,25/01/2019 15:08,,TELÉFONO,"CA. HARRIS, PAUL P. N° 0236, SAN ISIDRO"
"2,165",00766422,VIERNES,25/01/2019 12:30,,TELÉFONO,"CA. TUCANES N° 120295, SAN ISIDRO"
"2,166",00766410,VIERNES,25/01/2019 11:40,,TELÉFONO,"CA. LOS LIRIOS N° 010127, SAN ISIDRO"
"2,167",00766391,VIERNES,25/01/2019 10:33,,TELÉFONO,"CA. LOS CASTAÑOS N° 0405, SAN ISIDRO"
"2,168",00766388,VIERNES,25/01/2019 10:27,,TELÉFONO,"CA. TUCANES N° 120295, SAN ISIDRO"
"2,169",00766371,VIERNES,25/01/2019 09:34,,TELÉFONO,"AV. PASEO PARODI N° 120593, SAN ISIDRO"
"2,170",00766347,VIERNES,25/01/2019 07:32,,TELÉFONO,"AV. PETIT THOUARS, SAN ISIDRO"
"2,171",00766327,VIERNES,25/01/2019 00:19,,POS,"AV. GUARDIA CIVIL N° 1090, SAN ISIDRO"
"2,172",00766315,JUEVES,24/01/2019 23:14,,TELÉFONO,"AV. PETIT THOUARS N° 023026, SAN ISIDRO"
"2,173",00766313,JUEVES,24/01/2019 22:59,,TELÉFONO,"AV. DE ALIAGA, JUAN N° 0266, SAN ISIDRO"
"2,174",00766307,JUEVES,24/01/2019 22:24,,TELÉFONO,"CA. LAS CASAS N° 080031, SAN ISIDRO"
"2,175",00766301,JUEVES,24/01/2019 22:08,,TELÉFONO,"AV. DEL CAMPO, ALBERTO N° 0286, SAN ISIDRO"
"2,176",00766295,JUEVES,24/01/2019 21:59,,POS,"AV. DOS DE MAYO N° 1099, SAN ISIDRO"
"2,177",00766278,JUEVES,24/01/2019 21:06,,TELÉFONO,"CA. DELLEPIANI, JUAN N° 0733, SAN ISIDRO"
"2,178",00766274,JUEVES,24/01/2019 20:56,,TELÉFONO,"AV. DE ARONA, JUAN, SAN ISIDRO"
"2,179",00766273,JUEVES,24/01/2019 20:52,,TELÉFONO,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0395, SAN ISIDRO"
"2,180",00766241,JUEVES,24/01/2019 18:59,,TELÉFONO,"CA. MONTEAGUDO, BERNARDO, SAN ISIDRO"
